aspect,id,sentiment,target,text
general,255.0,Negative,LOCATION1,LOCATION1 is nothing special but like all of London it is expensive
general,258.0,Positive,LOCATION1,"LOCATION1 ( SW4 ) is an extremely popular area with young professionals , probably due to the huge selection of pubs , bars , restaurants and late-night venues in the area"
general,259.0,Positive,LOCATION1,"LOCATION1 is lovely , very cultured and artistic it 's down side ( which is also its best point ) is that it 's not near a tube station and you have to get a bus to the nearest ( LOCATION1 ) but this is also its advantage as it gets you away from the grot that usually surrounds a rube station"
transit-location,259.0,Negative,LOCATION1,"LOCATION1 is lovely , very cultured and artistic it 's down side ( which is also its best point ) is that it 's not near a tube station and you have to get a bus to the nearest ( LOCATION1 ) but this is also its advantage as it gets you away from the grot that usually surrounds a rube station"
general,260.0,Positive,LOCATION1,i lived in LOCATION1 and i loved it
general,261.0,Positive,LOCATION1,"Thanks a lot LOCATION1 is very good , quite arty and a lot of actors/musicians live there but stay away from the Newington Green area if you can help it and watch out for the Maybury and other estates after dark I should think you 'll get somewhere to rent on that sort of income as you have a good job"
general,263.0,Positive,LOCATION1,"The areas you describe are good , but I think LOCATION1 is a gem too"
safety,265.0,Positive,LOCATION1,"Generally speaking , LOCATION1 is safer , quieter and more `` white ''"
quiet,265.0,Positive,LOCATION1,"Generally speaking , LOCATION1 is safer , quieter and more `` white ''"
transit-location,266.0,Positive,LOCATION1,"LOCATION1 is also a nice place to live its kind of 30 something paradise with restaurants and wine bars , i think if your travelling to cental London ( zone 1 ) then the LOCATION2 is easier , and a bit nicer journey"
safety,267.0,Negative,LOCATION1,most kids who live there are bad news LOCATION1 is a rough area and you would not want to bring your daughter up there
general,267.0,Negative,LOCATION1,most kids who live there are bad news LOCATION1 is a rough area and you would not want to bring your daughter up there
general,270.0,Positive,LOCATION1,I lived in LOCATION1 for three years and I loved it
general,271.0,Positive,LOCATION1,LOCATION1 is an up and coming area plus a lot of late night clubs appearing in that area
nightlife,271.0,Positive,LOCATION1,LOCATION1 is an up and coming area plus a lot of late night clubs appearing in that area
live,271.0,Positive,LOCATION1,LOCATION1 is an up and coming area plus a lot of late night clubs appearing in that area
price,274.0,Negative,LOCATION1,I think you 'd find it tough to find something affordable in LOCATION1
shopping,274.0,Negative,LOCATION1,I think you 'd find it tough to find something affordable in LOCATION1
touristy,274.0,Negative,LOCATION1,I think you 'd find it tough to find something affordable in LOCATION1
general,275.0,Positive,LOCATION1,I finally moved to LOCATION1 off of Portobello road and I LOVE IT
price,276.0,Negative,LOCATION1,LOCATION1 is a big more grungy but lots to do and still quite posh
general,276.0,Negative,LOCATION1,LOCATION1 is a big more grungy but lots to do and still quite posh
shopping,276.0,Negative,LOCATION1,LOCATION1 is a big more grungy but lots to do and still quite posh
touristy,276.0,Negative,LOCATION1,LOCATION1 is a big more grungy but lots to do and still quite posh
general,281.0,Negative,LOCATION1,"LOCATION1 is n't the best place to live , I use to work there LOCATION1 is not a very good place"
general,285.0,Positive,LOCATION1,"I only know about LOCATION1 , most people prefer LOCATION2 , but that 's because they are trendy and I 'm not"
general,285.0,Positive,LOCATION1,"I only know about LOCATION1 , most people prefer LOCATION2 , but that 's because they are trendy and I 'm not"
general,286.0,Positive,LOCATION1,"LOCATION1 is the most-upmarket area , former chic-cool spot turned , getting edgier ( cooler ) as you move up to Ladbroke Grove"
transit-location,287.0,Positive,LOCATION1,"in LOCATION1 , that way when you are going to and from LOCATION2 all you have to do is get on the train and not have to worry about getting across London on the Tube with your suitcases and risk delays and so on"
general,288.0,Negative,LOCATION1,If anything LOCATION1 is the scum of all scum places
general,291.0,Positive,LOCATION1,"Be excited , not stressed , everything will be great LOCATION1 is a very very desirable area - amazing that you can afford to live there as a student"
price,291.0,Negative,LOCATION1,"Be excited , not stressed , everything will be great LOCATION1 is a very very desirable area - amazing that you can afford to live there as a student"
transit-location,293.0,Positive,LOCATION1,LOCATION1 has loads of trains and good buses
touristy,293.0,Positive,LOCATION1,LOCATION1 has loads of trains and good buses
general,294.0,Positive,LOCATION1,"LOCATION1 itself is nice , not really 'toffy ' but people are a bit more reserved"
safety,295.0,Negative,LOCATION1,"You might just find a bedsit or a `` studio '' as they are now called in a grotty part of London like LOCATION2 or LOCATION1 for 600 pounds but that will be the bare minimum including bills , and the street you are on and the people in your block of flats will probably be quite skanky or even dangerous"
safety,295.0,Negative,LOCATION1,"You might just find a bedsit or a `` studio '' as they are now called in a grotty part of London like LOCATION2 or LOCATION1 for 600 pounds but that will be the bare minimum including bills , and the street you are on and the people in your block of flats will probably be quite skanky or even dangerous"
price,295.0,Negative,LOCATION1,"You might just find a bedsit or a `` studio '' as they are now called in a grotty part of London like LOCATION2 or LOCATION1 for 600 pounds but that will be the bare minimum including bills , and the street you are on and the people in your block of flats will probably be quite skanky or even dangerous"
price,295.0,Negative,LOCATION1,"You might just find a bedsit or a `` studio '' as they are now called in a grotty part of London like LOCATION2 or LOCATION1 for 600 pounds but that will be the bare minimum including bills , and the street you are on and the people in your block of flats will probably be quite skanky or even dangerous"
safety,298.0,Positive,LOCATION1,I lived in LOCATION1 for over a yr and never had a problem I will have just turned 19 when I move
general,299.0,Positive,LOCATION1,LOCATION1 is nice too
transit-location,300.0,Positive,LOCATION1,"LOCATION1 has great transport connections , I ca n't really comment on how the rental situation at the moment"
safety,303.0,Negative,LOCATION1,LOCATION1 is rough and quite nasty - I would not like to walk round there at night
general,303.0,Negative,LOCATION1,LOCATION1 is rough and quite nasty - I would not like to walk round there at night
general,308.0,Positive,LOCATION1,I currently live in LOCATION1 and I love it
multicultural,309.0,Positive,LOCATION1,"I do like LOCATION1 , and from what I remember , it is a culturally diverse area where some people still have some sense of community"
price,317.0,Positive,LOCATION1,"Also , in the back streets behind LOCATION1 ( such as Goodge Street and Mortimer Street ) you can get a number of nice places with a more traditional feel , and these are usually a bit cheaper as well"
shopping,317.0,Positive,LOCATION1,"Also , in the back streets behind LOCATION1 ( such as Goodge Street and Mortimer Street ) you can get a number of nice places with a more traditional feel , and these are usually a bit cheaper as well"
general,320.0,Positive,LOCATION1,LOCATION1 itself is n't so bad
general,326.0,Positive,LOCATION1,LOCATION1 is busy and very trendy
shopping,326.0,Negative,LOCATION1,LOCATION1 is busy and very trendy
transit-location,327.0,Positive,LOCATION1,"With lots of shopping centres around , also LOCATION1 is the centre of all trains it can lead you to anywhere else in the country"
shopping,327.0,Positive,LOCATION1,"With lots of shopping centres around , also LOCATION1 is the centre of all trains it can lead you to anywhere else in the country"
transit-location,329.0,Positive,LOCATION1,"Green street will be easy to find your way round , but LOCATION1 you may have to walk through a few roads sometimes"
general,332.0,Negative,LOCATION1,Places like LOCATION1 is not a good place
price,334.0,Negative,LOCATION1,if you have a really good budget then LOCATION1
transit-location,336.0,Negative,LOCATION1,Areas like LOCATION1 are quite far in regards to transport- it depends what you are after
quiet,336.0,Negative,LOCATION1,Areas like LOCATION1 are quite far in regards to transport- it depends what you are after
shopping,336.0,Negative,LOCATION1,Areas like LOCATION1 are quite far in regards to transport- it depends what you are after
touristy,336.0,Negative,LOCATION1,Areas like LOCATION1 are quite far in regards to transport- it depends what you are after
general,337.0,Negative,LOCATION1,"I 'd stay away from LOCATION1 , there are much nicer places to live"
transit-location,340.0,Negative,LOCATION1,"LOCATION1 is supposed to be nice , I heard the traffic is murder though"
general,340.0,Positive,LOCATION1,"LOCATION1 is supposed to be nice , I heard the traffic is murder though"
safety,343.0,Negative,LOCATION1,"I 've now moved to live closer my job and am living in LOCATION1 , but it 's well rough , as many parts of inner London are"
price,349.0,Positive,LOCATION1,"Good luck in your search LOCATION1 is nice , and not as overpriced as other areas of London"
shopping,349.0,Positive,LOCATION1,"Good luck in your search LOCATION1 is nice , and not as overpriced as other areas of London"
touristy,349.0,Positive,LOCATION1,"Good luck in your search LOCATION1 is nice , and not as overpriced as other areas of London"
general,352.0,Positive,LOCATION1,LOCATION1 is just so fashionable and cool : )
transit-location,353.0,Negative,LOCATION1,This would increase the already saturated congestion especially between LOCATION1 and LOCATION2
transit-location,353.0,Negative,LOCATION1,This would increase the already saturated congestion especially between LOCATION1 and LOCATION2
